review_row,source_line,x,y,measured_cm,radius_px,nearest_neighbor_px,median_8_neighbor_px,local_neighbor_median_cm,local_residual_cm,abs_local_residual_cm,local_mad_cm,robust_z_vs_neighbors,repair_note
234,235,-12,185,52.18,185.3887806745597,2.0,7.60555127546399,52.18,0.0,0.0,5.079999999999998,0.0,
81,82,-19,225,115.68,225.80079716422614,1.0,4.123105625617661,115.68,0.0,0.0,8.890000000000008,0.0,
191,192,-156,145,108.06,212.9812198293549,1.4142135623730951,4.242640687119285,108.06,0.0,0.0,13.969999999999999,0.0,
72,73,-19,237,153.78,237.76038357977134,1.4142135623730951,2.618033988749895,153.78,0.0,0.0,10.159999999999997,0.0,
180,181,-130,118,44.56,175.56765077883796,6.4031242374328485,12.539999694598798,44.56,0.0,0.0,11.430000000000003,0.0,
172,173,-105,86,19.16,135.72398461583714,5.385164807134504,16.250854537431806,19.16,0.0,0.0,5.080000000000001,0.0,
86,87,-19,218,100.44,218.82641522448793,1.0,3.702459173643832,100.44,0.0,0.0,6.350000000000001,0.0,
176,177,-119,101,29.32,156.0833110873805,4.123105625617661,12.10865799994401,29.32,0.0,0.0,6.35,0.0,
87,88,-20,217,97.9,217.91970998512272,1.4142135623730951,3.08113883008419,97.9,0.0,0.0,6.350000000000001,0.0,
182,183,-136,124,54.72,184.04347312523745,2.23606797749979,11.680840040511919,54.72,0.0,0.0,13.969999999999999,0.0,
123,124,-232,-2,191.88,232.0086205294967,0.0,2.699172818834085,191.88,0.0,0.0,12.064999999999998,0.0,
90,91,-20,213,90.28,213.9369065869655,1.4142135623730951,4.23606797749979,90.28,0.0,0.0,6.3500000000000085,0.0,
43,44,-149,176,163.94,230.6013876801265,1.0,1.5,163.94,0.0,0.0,8.89,0.0,
324,324,93,-140,39.480000000000004,168.07438829280326,12.806248474865697,29.714746422551073,39.480000000000004,0.0,0.0,15.239999999999998,0.0,
177,178,-120,106,31.86,160.11246047700348,3.1622776601683795,11.92809311695628,31.86,0.0,0.0,6.349999999999998,0.0,
336,336,19,-188,59.8,188.95766721676048,9.433981132056603,21.623865073400196,59.8,0.0,0.0,14.922499999999996,0.0,
323,323,101,-150,47.1,180.83417818543043,12.529964086141668,31.47001254351216,47.1,0.0,0.0,17.78,0.0,
135,136,-217,2,120.76,217.00921639414304,1.0,5.82842712474619,120.76,0.0,0.0,12.70000000000001,0.0,
136,137,-214,-2,115.68,214.00934559032697,2.0,5.32842712474619,115.68,0.0,0.0,12.70000000000001,0.0,
222,223,-6,226,115.68,226.07963198837706,3.1622776601683795,6.541381265149109,115.68,0.0,0.0,14.605000000000004,0.0,
137,138,-212,-2,110.6,212.00943375236866,2.0,6.701562118716424,110.6,0.0,0.0,12.70000000000001,0.0,
217,218,-6,237,146.16,237.0759372015642,2.0,4.549509756796392,146.16,0.0,0.0,16.510000000000005,0.0,
144,145,-201,3,80.12,201.02238681301145,1.0,4.061552812808831,80.12,0.0,0.0,6.349999999999994,0.0,
104,105,-20,186,54.72,187.0721785835617,3.0,6.22811630949999,54.72,0.0,0.0,4.445,0.0,
93,94,-20,208,82.66,208.95932618574363,1.4142135623730951,4.5,82.66,0.0,0.0,6.349999999999994,0.0,
307,307,163,-214,158.86,269.0074348414928,1.4142135623730951,5.06449510224598,158.86,0.0,0.0,15.239999999999995,0.0,
349,349,27,-250,156.32,251.45377308761942,2.23606797749979,5.854860063735631,156.32,0.0,0.0,19.049999999999997,0.0,
102,103,-22,191,59.8,192.26284092356485,3.605551275463989,5.692582403567252,59.8,0.0,0.0,5.079999999999998,0.0,
352,352,24,-256,179.18,257.12253887981115,1.4142135623730951,5.711787416964771,179.18,0.0,0.0,19.049999999999997,0.0,
305,305,160,-211,143.62,264.8037008804824,2.23606797749979,6.10555127546399,143.62,0.0,0.0,16.510000000000005,0.0,
2,3,-90,102,19.16,136.02940858505562,8.48528137423857,19.5,19.16,0.0,0.0,4.7625,0.0,
195,196,-161,150,136.0,220.04772209682153,2.23606797749979,4.302775637731995,136.0,0.0,0.0,17.78,0.0,
161,162,-143,8,24.240000000000002,143.22360140703069,7.0,13.649135505508998,24.240000000000002,0.0,0.0,5.08,0.0,
12,13,-116,139,49.64,181.04419349981927,2.0,6.723362500354605,49.64,0.0,0.0,8.254999999999999,0.0,
116,117,-14,121,16.62,121.80722474467596,2.0,5.049509756796392,16.62,0.0,0.0,2.539999999999999,0.0,
312,312,156,-208,130.92000000000002,260.0,2.8284271247461903,5.32842712474619,130.92000000000002,0.0,0.0,13.969999999999999,0.0,
