review_row,source_line,x,y,measured_cm,radius_px,nearest_neighbor_px,median_8_neighbor_px,local_neighbor_median_cm,local_residual_cm,abs_local_residual_cm,local_mad_cm,robust_z_vs_neighbors,repair_note
263,264,176,149,87.74,230.6013876801265,4.47213595499958,14.109223553653555,96.63,-8.89,8.89,17.78,0.3372453797382976,
257,258,134,121,44.56,180.54639292990598,4.123105625617661,18.612761007399513,53.45,-8.89,8.89,12.699999999999996,0.47214353163361683,
221,222,-7,229,120.76,229.10696191953662,1.4142135623730951,5.061552812808831,129.65,-8.89,8.89,15.239999999999995,0.39345294302801403,
268,269,194,161,120.76,252.10513679812237,2.23606797749979,7.807535778591503,129.65,-8.89,8.89,15.239999999999995,0.39345294302801403,
270,271,199,163,133.46,257.2353008434107,2.23606797749979,6.433978400210179,142.35,-8.889999999999986,8.889999999999986,17.78,0.33724537973829705,
210,211,-3,248,191.88,248.0181444975347,1.0,2.995352392457285,182.99,8.889999999999986,8.889999999999986,16.510000000000005,0.3631873320258583,
276,277,210,168,176.64000000000001,268.93121797217964,2.0,3.302775637731995,185.53,-8.889999999999986,8.889999999999986,10.16000000000001,0.5901794145420193,
29,30,-141,167,115.68,218.56349191939628,1.0,2.2882456112707374,124.57,-8.889999999999986,8.889999999999986,8.255000000000024,0.7263746640517147,
314,314,152,-204,115.68,254.40125785852553,1.4142135623730951,7.141085181396727,124.57,-8.889999999999986,8.889999999999986,13.969999999999999,0.4292213923941963,
65,66,-20,244,191.88,244.8182999695897,1.0,1.2071067811865475,182.99,8.889999999999986,8.889999999999986,13.969999999999999,0.4292213923941963,
258,259,143,125,49.64,189.9315666233499,5.830951894845301,19.049014765608504,57.5775,-7.9375,7.9375,13.969999999999999,0.3832333860662473,
4,5,-101,114,26.018,152.3056138164316,4.123105625617661,13.833147225312803,33.765,-7.747,7.747,5.080000000000002,1.0285984082018074,
128,129,-227,-2,166.48,227.00881040171106,0.0,2.23606797749979,174.10000000000002,-7.620000000000033,7.620000000000033,12.700000000000003,0.4046944556859588,
134,135,-218,2,125.84,218.00917411888886,1.0,6.029989243462614,118.22,7.6200000000000045,7.6200000000000045,12.70000000000001,0.404694455685957,
73,74,-18,236,148.7,236.6854452643846,1.4142135623730951,3.605551275463989,156.32,-7.6200000000000045,7.6200000000000045,10.159999999999997,0.5058680696074469,
310,310,165,-218,171.56,273.40263349134,1.0,5.06449510224598,179.18,-7.6200000000000045,7.6200000000000045,19.049999999999997,0.2697963037906383,
74,75,-19,235,143.62,235.76683396949622,1.4142135623730951,3.5615528128088303,151.24,-7.6200000000000045,7.6200000000000045,12.699999999999989,0.40469445568595774,
189,190,-153,142,97.9,208.7414668914636,1.0,5.322882462276066,105.52000000000001,-7.6200000000000045,7.6200000000000045,13.969999999999999,0.3679040506235976,
255,256,118,112,34.4,162.68988905276197,10.63014581273465,24.26659221580135,42.02,-7.6200000000000045,7.6200000000000045,15.239999999999998,0.3372453797382979,
71,72,-20,239,158.86,239.83536019528063,0.0,2.9208096264818897,166.48000000000002,-7.6200000000000045,7.6200000000000045,10.159999999999982,0.5058680696074476,
125,126,-230,-2,181.72,230.00869548780108,1.4142135623730951,2.5,189.34,-7.6200000000000045,7.6200000000000045,14.60499999999999,0.35190822233561536,
139,140,-210,2,100.44,210.00952359357422,1.0,5.377936881542583,108.06,-7.6200000000000045,7.6200000000000045,13.969999999999999,0.3679040506235976,
316,316,143,-197,100.44,243.4296612987004,5.0990195135927845,10.002039759017002,108.06,-7.6200000000000045,7.6200000000000045,11.43,0.4496605063177304,
301,301,149,-192,100.44,243.03291958086666,5.385164807134504,11.774828382175965,108.06,-7.6200000000000045,7.6200000000000045,11.43,0.4496605063177304,
396,396,-163,-4,44.56,163.04907236779974,9.433981132056603,11.993294181182323,36.94,7.6200000000000045,7.6200000000000045,7.620000000000001,0.6744907594765955,
138,139,-211,2,105.52,211.00947846009194,1.0,5.5,113.14,-7.6200000000000045,7.6200000000000045,12.700000000000003,0.40469445568595724,
62,63,-19,240,163.94,240.75090861718465,1.4142135623730951,3.0,171.56,-7.6200000000000045,7.6200000000000045,10.159999999999997,0.5058680696074469,
